0	1
5	1
10	1.290387e-9
15	3.158501e-12
20	3.448786e-13
25	4.189329e-14
30	1.616418e-15
35	6.583567e-21
40	1.248359e-22
45	1.724655e-19
50	6.033697e-20
55	3.743655e-15
60	6.481373e-14
65	6.991348e-10
70	5.705805e-10
75	1.762996e-8
80	4.983957e-9
85	3.483072e-6
90	6.117677e-6
95	1.126519e-2
100	5.545604e-2
