1	179470
2	80528
3	48255
4	29070
5	20793
6	15718
7	12040
8	9970
9	8850
10	7821
11	7243
12	6838
13	6989
14	5748
15	4874
16	4086
17	3760
18	3236
19	2906
20	2546
21	2259
22	2074
23	1856
24	1655
25	1498
26	1434
27	1275
28	1193
29	1030
30	987
31	881
32	774
33	743
34	669
35	621
36	572
37	560
38	499
39	512
40	445
41	418
42	370
43	345
44	327
45	335
46	333
47	330
48	292
49	263
50	245
51	270
52	227
53	230
54	218
55	198
56	235
57	169
58	157
59	198
60	190
61	184
62	161
63	154
64	133
65	135
66	161
67	144
68	116
69	135
70	125
71	126
72	127
73	132
74	121
75	123
76	120
77	124
78	100
79	114
80	133
81	121
82	118
83	114
84	108
85	134
86	101
87	108
88	111
89	118
90	120
91	118
92	121
93	115
94	122
95	113
96	103
97	101
98	108
99	96
100	117
101	85
102	104
103	90
104	100
105	100
106	95
107	107
108	88
109	91
110	98
111	97
112	94
113	88
114	100
115	99
116	77
117	78
118	90
119	96
120	88
121	76
122	72
123	77
124	85
125	70
126	86
127	86
128	74
129	75
130	61
131	78
132	72
133	51
134	81
135	63
136	54
137	65
138	60
139	65
140	57
141	47
142	66
143	53
144	55
145	60
146	52
147	58
148	55
149	62
150	36
151	46
152	41
153	39
154	43
155	45
156	41
157	29
158	44
159	34
160	36
161	33
162	32
163	44
164	27
165	27
166	24
167	37
168	33
169	31
170	22
171	39
172	29
173	35
174	23
175	24
176	31
177	28
178	23
179	23
180	19
181	25
182	22
183	20
184	28
185	16
186	15
187	21
188	19
189	17
190	15
191	10
192	15
193	20
194	13
195	16
196	15
197	15
198	14
199	10
200	12
201	21
202	12
203	7
204	10
205	14
206	13
207	19
208	15
209	10
210	11
211	13
212	13
213	10
214	8
215	6
216	13
217	4
218	6
219	4
220	6
221	5
222	5
223	12
224	6
225	6
226	7
227	8
228	4
229	4
230	4
231	6
232	4
233	5
234	3
235	3
236	4
237	9
238	2
239	6
240	4
241	5
242	2
243	5
244	1
245	6
246	1
247	1
248	5
249	4
250	3
251	4
252	1
253	2
254	4
255	3
256	5
257	6
259	2
260	1
261	2
262	1
263	3
264	3
265	1
266	2
267	6
268	2
269	2
270	5
271	2
272	4
273	5
274	2
275	1
277	2
278	3
279	1
280	1
281	1
282	3
283	3
285	3
286	1
287	4
288	1
289	1
290	4
291	1
292	2
293	3
294	2
295	1
296	1
297	2
301	2
304	3
305	2
306	1
307	3
308	4
309	1
311	1
312	2
314	1
315	1
316	1
317	2
319	2
322	2
323	1
324	1
327	2
329	1
330	1
331	1
332	2
333	2
336	1
337	1
340	1
341	1
342	2
343	2
345	4
348	1
349	1
358	3
360	2
361	1
364	1
365	1
366	1
370	1
371	1
374	1
375	1
377	1
378	2
383	2
384	1
385	1
387	1
390	1
394	1
396	1
407	1
411	1
414	3
415	2
416	1
421	1
422	1
425	1
431	1
437	1
442	1
448	1
450	1
451	1
452	1
455	1
456	1
462	1
473	2
481	1
482	1
492	1
508	1
523	2
548	1
553	1
566	1
603	1
605	1
606	2
630	1
664	1
703	1
705	1
854	1
997	1
