	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
SydhTfbsShsy5yGata3sc269sc269	8.649169e-1	1.000000e+0	1.000000e+0	6.056174e-7	1.000000e+0	1.000000e+0	3.246052e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.952049e-17	8.907905e-8	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	2.107842e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	5.285685e-11	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	1.000000e+0	NA	1.000000e+0	NA	3.899961e-1	NA	1.000000e+0	5.546882e-2	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	
SydhTfbsU2osKap1	5.754679e-16	3.033066e-19	5.509771e-7	2.126907e-24	6.385974e-7	1.003288e-15	3.516400e-27	2.264245e-19	1.010827e-1	1.092458e-13	2.493733e-3	8.875890e-2	5.557626e-2	2.517118e-2	1.359886e-2	1.000000e+0	7.873914e-2	3.764001e-2	3.219803e-1	1.693785e-18	2.260983e-7	6.055152e-3	2.503050e-5	1.764365e-4	2.410891e-12	3.865528e-5	1.000000e+0	3.295561e-6	1.000000e+0	1.000000e+0	6.731602e-17	4.229681e-11	1.000000e+0	1.000000e+0	7.343659e-3	1.000000e+0	1.659902e-13	1.000000e+0	1.000000e+0	2.514478e-10	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.312631e-3	1.000000e+0	1.000000e+0	2.724746e-24	1.000000e+0	4.584979e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.235076e-4	1.000000e+0	6.789940e-3	1.257821e-4	3.277775e-1	2.344979e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	2.879933e-7	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	
SydhTfbsU2osSetdb1	1.000000e+0	1.000000e+0	1.000000e+0	5.693799e-1	1.000000e+0	1.000000e+0	7.063623e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.791972e-1	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	3.107712e-2	5.285361e-1	1.000000e+0	1.000000e+0	1.000000e+0	NA	4.086017e-1	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.042384e-5	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.379715e-2	NA	1.000000e+0	1.684893e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	
UchicagoTfbsK562Bach1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	
UchicagoTfbsK562Ccne1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UchicagoTfbsK562Efos	7.381179e-5	5.147412e-4	2.295279e-9	3.656528e-13	1.998945e-9	5.956986e-5	3.983109e-13	4.823630e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.064971e-31	1.391155e-16	1.000000e+0	4.549193e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.013719e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.111383e-1	1.000000e+0	5.249760e-14	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.220365e-2	1.000000e+0	1.000000e+0	4.161080e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.102133e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.229757e-2	1.000000e+0	1.000000e+0	1.003594e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
UchicagoTfbsK562Egata2	4.879403e-7	1.579343e-8	8.752186e-9	3.669102e-16	1.054149e-8	4.934035e-7	3.522519e-16	9.148912e-9	2.671227e-3	1.000000e+0	4.942881e-1	2.677490e-3	1.333396e-1	1.571443e-1	7.695611e-2	1.000000e+0	1.000000e+0	9.832388e-1	1.000000e+0	1.004672e-22	2.357050e-16	2.744691e-1	2.906936e-6	1.000000e+0	2.735851e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.358673e-9	8.762962e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.947200e-3	1.000000e+0	1.000000e+0	5.338246e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.793805e-12	1.000000e+0	1.000000e+0	1.000000e+0	5.085208e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.427037e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.799389e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
UchicagoTfbsK562Ehdac8	5.391687e-9	4.870963e-11	1.000000e+0	4.901778e-10	1.000000e+0	4.408116e-9	3.288418e-8	3.311886e-11	1.069785e-4	6.658450e-6	3.142230e-4	1.993878e-4	3.144975e-3	3.898163e-3	5.086983e-4	1.000000e+0	7.398000e-2	2.104406e-3	3.033504e-2	2.326962e-6	4.692071e-3	1.858975e-1	1.000000e+0	9.958418e-2	3.778108e-5	1.256404e-1	1.000000e+0	3.206961e-2	1.000000e+0	1.000000e+0	1.091783e-5	1.035866e-5	5.873521e-1	1.000000e+0	1.000000e+0	1.000000e+0	2.859470e-5	1.000000e+0	1.000000e+0	2.786480e-4	1.000000e+0	4.427160e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.517436e-2	8.960568e-1	1.000000e+0	1.371466e-2	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.916023e-1	1.658125e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.866565e-2	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	
UchicagoTfbsK562Ejunb	1.860118e-9	2.165093e-10	4.014207e-9	1.571850e-18	4.742139e-9	9.880671e-10	6.212385e-19	3.356520e-10	4.587234e-6	2.558007e-1	5.044374e-3	3.800776e-6	5.502421e-4	4.169226e-4	2.021670e-4	1.000000e+0	3.175134e-1	1.131609e-2	2.435633e-1	8.986825e-32	5.570754e-20	1.092439e-1	5.520658e-9	1.000000e+0	7.819460e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.227895e-7	6.723635e-2	5.226475e-2	1.000000e+0	8.455116e-1	1.000000e+0	4.932096e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.507524e-1	1.000000e+0	1.587834e-18	1.000000e+0	6.231285e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.564860e-3	1.000000e+0	1.000000e+0	2.223517e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.884168e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.912638e-5	1.000000e+0	1.000000e+0	4.222473e-5	4.339972e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
UchicagoTfbsK562Ejund	4.544434e-22	1.635131e-23	1.651289e-11	7.549217e-33	1.869819e-11	4.673493e-22	3.514548e-34	2.207145e-23	5.045679e-16	1.601911e-4	1.322469e-8	2.833707e-16	2.108664e-10	1.011145e-10	5.647680e-11	1.000000e+0	5.218431e-8	3.562881e-8	2.209295e-5	1.302671e-46	3.077540e-38	3.784577e-4	3.053081e-18	8.561699e-2	1.141755e-14	1.670333e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.374173e-19	2.306289e-13	5.720534e-3	4.963781e-2	1.000000e+0	1.000000e+0	5.439200e-10	1.000000e+0	1.000000e+0	1.755430e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.836098e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.631601e-26	1.000000e+0	5.654825e-4	1.000000e+0	5.885827e-1	1.000000e+0	1.000000e+0	5.737778e-2	1.000000e+0	1.000000e+0	1.000000e+0	4.748835e-3	1.000000e+0	1.000000e+0	6.620102e-3	3.111713e-9	1.000000e+0	1.000000e+0	5.001541e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.761039e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.171971e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.825670e-9	1.000000e+0	1.000000e+0	1.406474e-4	1.386106e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
UchicagoTfbsK562Elf1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.547583e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	
UchicagoTfbsK562Enr4a1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.543558e-2	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	
UchicagoTfbsK562Esr	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	NA	
UchicagoTfbsK562Ilf2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	
UchicagoTfbsK562Mll5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	1.000000e+0	1.000000e+0	NA	NA	NA	
UchicagoTfbsK562Stat1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	
UwTfbsA549Ctcf	1.000000e+0	1.000000e+0	1.000000e+0	2.181852e-1	1.000000e+0	1.000000e+0	3.102891e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.079284e-24	8.545574e-15	1.000000e+0	9.748089e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.767595e-15	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.811621e-4	1.000000e+0	1.000000e+0	6.259302e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.668241e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
UwTfbsAg04449Ctcf	6.552047e-4	4.106046e-7	1.000000e+0	4.090903e-11	1.000000e+0	6.288704e-4	1.646492e-10	5.329557e-7	7.664622e-3	1.000000e+0	1.000000e+0	1.058017e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.454414e-39	3.449024e-22	1.000000e+0	2.254425e-4	1.000000e+0	1.232681e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.247043e-2	4.011906e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.873724e-27	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.896668e-6	1.000000e+0	1.000000e+0	6.325329e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.136039e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
