	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
HaibTfbsHepg2Usf1	3.815244e-22	3.241662e-28	4.439171e-4	3.396363e-38	4.802751e-4	7.326073e-22	8.600260e-42	3.206359e-28	3.434450e-12	1.021516e-3	1.663397e-5	4.536876e-13	7.136809e-10	8.147476e-10	3.732431e-10	1.000000e+0	1.765259e-4	5.265682e-5	3.705473e-1	1.156342e-54	8.800533e-42	1.825624e-1	3.524918e-14	2.653398e-2	1.009959e-16	3.147697e-2	4.248514e-5	1.000000e+0	1.000000e+0	1.022372e-5	1.299482e-19	3.382779e-12	1.000000e+0	1.803189e-12	1.000000e+0	1.000000e+0	1.093818e-6	8.909307e-5	6.767913e-3	3.951933e-4	6.208527e-3	1.000000e+0	5.552232e-1	1.349371e-1	1.000000e+0	1.000000e+0	1.000000e+0	3.953622e-1	1.000000e+0	2.246827e-1	2.252646e-1	1.387734e-28	1.000000e+0	7.127797e-3	1.000000e+0	1.000000e+0	1.247867e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.283625e-4	1.000000e+0	1.000000e+0	1.871378e-4	8.985916e-11	1.000000e+0	1.000000e+0	1.177063e-1	7.480261e-1	2.171537e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.292546e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.121355e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.238248e-1	1.000000e+0	1.000000e+0	8.944324e-7	1.756169e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsHepg2Yy1sc281	9.465975e-151	1.106532e-172	4.253802e-26	7.791600e-177	3.053032e-26	5.023881e-151	3.685709e-176	1.482672e-173	6.166201e-100	1.647867e-105	3.161873e-86	3.003507e-96	5.574139e-87	1.166092e-85	1.910493e-86	6.104876e-13	5.522912e-62	1.844369e-73	7.368978e-40	2.561181e-111	4.248487e-90	1.583262e-34	2.044406e-36	1.951225e-73	1.283649e-105	2.969625e-77	2.521888e-18	1.167383e-79	3.091861e-19	3.358586e-18	3.444368e-130	1.908344e-98	7.036126e-18	2.888309e-41	9.231664e-5	2.764471e-6	6.994916e-121	1.097860e-19	3.858445e-10	1.444566e-92	6.074976e-12	9.144466e-2	8.038159e-3	1.532116e-9	3.048946e-40	3.501393e-2	2.173352e-4	1.000000e+0	8.448521e-77	4.211639e-1	6.054468e-3	1.529361e-62	1.000000e+0	4.103535e-19	1.000000e+0	6.376503e-8	1.000000e+0	1.000000e+0	1.966107e-11	6.596669e-6	1.489392e-2	1.400423e-6	2.434797e-52	1.059697e-16	4.530788e-45	2.193619e-54	1.257181e-23	2.079825e-67	1.000000e+0	8.119602e-14	1.000000e+0	4.027763e-2	1.000000e+0	1.000000e+0	4.842857e-1	1.000000e+0	1.000000e+0	1.254149e-4	4.156001e-2	2.147362e-2	6.932752e-10	3.660374e-11	1.000000e+0	3.557082e-4	1.000000e+0	3.769609e-24	1.000000e+0	1.327957e-1	4.538159e-67	7.062978e-4	1.000000e+0	9.297699e-29	3.710518e-2	1.000000e+0	2.418662e-18	8.671332e-5	1.266211e-9	1.000000e+0	3.113832e-1	1.000000e+0	
HaibTfbsHepg2Zbtb33	2.761107e-30	2.025952e-33	2.068186e-1	2.980063e-37	1.984761e-1	4.333511e-29	4.465655e-35	4.641426e-34	1.338235e-27	8.717512e-27	7.959489e-28	6.367249e-27	2.413662e-23	3.849929e-24	7.818224e-25	1.744326e-5	2.612413e-16	4.586032e-22	3.733542e-12	2.207331e-13	3.632519e-9	4.904861e-8	7.331398e-6	1.011501e-22	1.284023e-23	8.726900e-23	2.515653e-5	5.434689e-22	1.945848e-7	1.987701e-5	8.460666e-37	1.853425e-22	3.747859e-7	1.423801e-4	1.865034e-1	3.789706e-7	6.094415e-31	1.600657e-3	1.067679e-1	5.595479e-23	2.362447e-2	1.486215e-9	1.000000e+0	1.374567e-1	1.595315e-6	1.000000e+0	1.897143e-3	1.000000e+0	2.264187e-22	1.000000e+0	1.000000e+0	1.147101e-14	3.217957e-5	3.209457e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.098507e-1	1.798967e-13	9.016633e-2	6.408086e-17	5.156039e-13	1.000000e+0	3.129774e-15	1.000000e+0	3.513477e-1	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.386524e-1	1.000000e+0	1.000000e+0	6.432567e-9	1.000000e+0	1.000000e+0	2.020933e-2	1.000000e+0	5.299871e-3	1.000000e+0	NA	8.355472e-15	1.000000e+0	1.000000e+0	3.765644e-9	NA	1.000000e+0	7.323585e-2	1.000000e+0	2.960808e-5	1.000000e+0	1.000000e+0	NA	
HaibTfbsHepg2Zbtb7a	2.465416e-31	1.016678e-33	1.168974e-12	5.936273e-43	1.481482e-12	4.623968e-31	2.324683e-43	2.138047e-34	1.805833e-16	1.239449e-18	2.619937e-11	2.269375e-16	1.094566e-12	5.823447e-13	1.726484e-12	1.000000e+0	7.156386e-9	1.225783e-9	1.087494e-3	3.849174e-35	2.257306e-23	2.932232e-8	3.886732e-16	3.353886e-7	3.084911e-15	5.768668e-7	1.000000e+0	7.204449e-6	1.000000e+0	1.000000e+0	1.875005e-22	3.452745e-15	3.874020e-1	1.324551e-2	1.000000e+0	1.000000e+0	2.629012e-18	1.000000e+0	1.000000e+0	1.772235e-13	1.000000e+0	1.000000e+0	1.000000e+0	4.582464e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.855162e-4	1.000000e+0	1.000000e+0	7.057626e-17	1.000000e+0	3.043605e-6	1.000000e+0	2.894468e-1	1.000000e+0	1.000000e+0	8.493369e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.060961e-10	1.000000e+0	1.000000e+0	3.409350e-10	8.668291e-5	1.073647e-5	1.000000e+0	4.954972e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	6.683640e-4	1.000000e+0	1.000000e+0	1.885840e-3	1.000000e+0	1.000000e+0	9.391380e-9	1.000000e+0	1.000000e+0	5.916424e-4	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsHuvecPol24h8	1.059032e-142	2.010329e-163	5.270475e-30	2.143888e-173	3.445552e-30	1.525863e-141	7.656063e-172	5.298966e-164	1.076822e-93	2.142171e-90	5.735265e-76	3.176294e-93	2.024940e-86	1.022032e-83	5.265409e-85	8.329049e-12	2.229751e-54	2.629588e-70	1.406987e-28	2.553096e-140	1.412440e-107	1.031304e-25	6.912115e-47	7.204255e-50	1.358232e-85	1.673482e-51	1.432464e-15	9.950087e-57	1.208518e-16	2.003678e-15	1.169188e-107	5.803761e-78	3.424825e-23	8.731398e-46	2.212090e-4	3.051344e-9	3.044789e-102	1.215122e-18	5.063531e-10	1.586932e-81	3.339190e-10	3.167785e-5	1.593804e-4	5.342084e-11	8.586858e-24	3.027644e-2	8.663761e-4	1.000000e+0	7.085040e-53	1.635509e-3	2.680185e-5	2.809720e-80	1.000000e+0	3.225762e-15	1.000000e+0	3.910942e-16	1.000000e+0	1.000000e+0	1.002156e-17	2.357862e-5	1.576956e-1	2.213448e-6	1.362581e-44	2.352546e-11	1.426566e-21	4.986541e-45	2.413671e-28	9.772782e-43	1.000000e+0	1.097608e-22	1.000000e+0	3.197839e-5	1.000000e+0	1.000000e+0	9.635740e-4	1.000000e+0	5.315201e-1	2.878198e-5	6.311878e-5	1.252674e-3	2.327377e-14	7.681350e-6	1.000000e+0	1.635509e-3	1.000000e+0	9.343887e-29	1.000000e+0	1.000000e+0	2.131431e-45	2.472993e-3	1.000000e+0	4.022110e-48	7.420941e-4	1.000000e+0	3.082703e-18	2.235129e-6	9.070430e-11	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsHuvecPol2	7.384055e-188	5.481563e-203	2.123064e-34	9.130318e-214	1.512764e-34	1.937446e-187	1.151981e-210	1.115610e-203	2.544929e-130	4.492497e-122	1.592441e-107	1.581938e-128	7.892743e-119	2.023467e-116	1.663462e-118	7.295781e-23	7.172372e-78	3.393777e-98	7.803786e-47	9.709023e-140	6.297213e-117	5.200471e-33	3.600946e-50	1.267627e-82	7.056894e-109	4.387913e-84	2.869869e-23	1.706586e-91	4.377887e-26	8.975147e-22	1.106463e-138	5.354328e-102	1.636740e-35	2.302693e-58	4.604623e-7	4.106802e-13	1.909162e-131	1.314604e-26	2.159258e-14	5.925831e-104	1.337383e-14	1.326525e-7	1.434564e-3	1.887312e-13	4.465564e-39	1.705610e-3	5.103602e-7	1.000000e+0	7.322919e-86	3.709953e-3	4.873093e-5	2.011574e-64	1.000000e+0	1.821284e-21	1.000000e+0	8.176268e-13	1.000000e+0	1.000000e+0	1.036822e-15	4.153846e-6	5.050967e-4	9.855313e-9	NA	1.706685e-16	2.909751e-38	NA	1.098683e-25	4.970873e-65	1.000000e+0	1.122558e-18	1.000000e+0	9.116226e-5	1.000000e+0	1.000000e+0	2.350176e-2	1.283330e-1	4.583340e-4	1.303976e-9	2.643134e-4	3.407765e-3	7.848301e-17	2.309910e-9	1.000000e+0	8.485762e-8	2.715000e-1	8.304811e-34	1.000000e+0	7.298516e-1	1.348959e-65	6.294967e-3	1.000000e+0	8.038393e-50	1.365762e-2	1.000000e+0	5.888779e-19	3.121202e-8	2.411322e-21	1.000000e+0	4.437458e-1	1.000000e+0	
HaibTfbsK562Atf3	3.058134e-39	1.805142e-50	3.002687e-10	1.359204e-54	3.445328e-10	9.371952e-40	7.746055e-54	1.957410e-50	9.294670e-29	2.379653e-22	6.149364e-22	2.039016e-28	1.142409e-24	5.881111e-25	2.123399e-25	1.233199e-1	1.029426e-15	2.796514e-20	5.352491e-9	4.717917e-58	8.963576e-45	5.505936e-10	9.210264e-20	1.018875e-11	7.731430e-29	5.175399e-12	1.725262e-5	1.521278e-12	1.198959e-3	6.701020e-6	7.903436e-38	4.225498e-24	9.804933e-4	2.764337e-10	4.847154e-1	1.000000e+0	7.715033e-24	5.430522e-5	2.021771e-2	6.171517e-18	5.953749e-3	1.000000e+0	1.000000e+0	3.575459e-2	2.835207e-3	1.000000e+0	1.000000e+0	4.471206e-3	8.762060e-10	1.000000e+0	1.404348e-1	6.523254e-31	1.000000e+0	3.384971e-7	1.000000e+0	3.025330e-2	3.041544e-3	1.000000e+0	2.720035e-3	1.000000e+0	1.000000e+0	4.599069e-1	2.344153e-12	1.000000e+0	4.914397e-3	1.178025e-12	4.591529e-12	1.913913e-11	1.000000e+0	2.594168e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.421286e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.764065e-14	1.000000e+0	1.000000e+0	7.751143e-13	1.000000e+0	1.000000e+0	1.718907e-17	1.000000e+0	3.406405e-1	6.775011e-15	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Bcl3	2.910533e-18	2.080592e-18	1.649939e-5	8.770451e-22	2.451280e-5	3.289929e-18	4.780302e-21	8.730042e-19	4.385046e-16	2.283753e-12	4.938536e-11	1.413151e-16	5.076846e-11	3.985335e-11	5.018780e-12	9.004251e-1	2.626599e-7	1.602316e-10	5.939784e-12	1.034839e-12	3.195858e-9	8.399933e-2	3.798098e-7	1.334761e-14	5.616883e-19	9.015200e-15	1.000000e+0	1.464611e-15	9.357714e-3	1.000000e+0	1.770348e-22	6.741065e-14	1.247429e-5	1.000000e+0	1.000000e+0	3.187095e-2	2.451445e-15	1.000000e+0	1.000000e+0	6.200861e-14	1.000000e+0	2.179090e-4	1.000000e+0	1.000000e+0	1.198870e-7	1.000000e+0	4.463541e-8	1.000000e+0	1.510965e-13	1.000000e+0	1.000000e+0	9.061427e-6	3.896194e-9	7.414623e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.403130e-5	4.474548e-1	4.112166e-6	4.655640e-5	2.212271e-2	5.995872e-8	1.000000e+0	1.000000e+0	6.761195e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.046641e-2	1.476254e-3	1.000000e+0	3.622557e-6	1.000000e+0	2.048373e-1	1.000000e+0	1.000000e+0	1.850404e-7	1.000000e+0	1.000000e+0	9.462765e-5	1.000000e+0	1.000000e+0	2.256768e-1	1.000000e+0	4.238679e-12	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Bclaf101388	2.964072e-48	2.629745e-53	1.552120e-7	1.417408e-56	2.026862e-7	1.053721e-48	4.323075e-58	2.008104e-53	2.011995e-38	7.384165e-45	3.892130e-34	1.047359e-36	1.094610e-32	1.476932e-31	1.226365e-34	1.768989e-4	8.145174e-24	6.564332e-28	2.183086e-28	9.546050e-22	2.078442e-15	2.633967e-12	1.969751e-13	2.971008e-32	1.894438e-35	1.364150e-31	4.407480e-5	6.489105e-38	3.692238e-3	5.293177e-5	1.202941e-45	8.179659e-37	6.450306e-11	1.883277e-7	1.652273e-1	1.234178e-2	6.859938e-48	1.283381e-3	1.252820e-1	5.543825e-39	5.135946e-2	1.135259e-13	1.000000e+0	2.490875e-1	4.721230e-17	1.000000e+0	2.041586e-2	1.000000e+0	1.166601e-37	1.000000e+0	1.000000e+0	5.138258e-23	4.449108e-16	8.350217e-9	8.673028e-2	1.000000e+0	1.000000e+0	2.632009e-3	1.000000e+0	1.000000e+0	1.000000e+0	7.293522e-2	2.621310e-14	1.217338e-5	3.267079e-29	1.930333e-15	5.662516e-3	7.977243e-27	1.000000e+0	2.526998e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.881711e-12	6.466878e-5	1.000000e+0	4.064316e-1	NA	4.312176e-4	1.000000e+0	1.000000e+0	6.746671e-28	5.530644e-2	1.000000e+0	5.371120e-20	1.000000e+0	NA	1.682743e-1	3.090820e-1	3.241152e-13	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Cbx3sc101004	4.695651e-46	1.504240e-58	2.186589e-14	7.235153e-59	2.547019e-14	1.697150e-46	4.474721e-60	6.617877e-59	5.238818e-25	5.257040e-31	2.781191e-20	1.390892e-23	5.767783e-22	1.295407e-21	1.112229e-22	5.937643e-3	1.779380e-13	2.849422e-18	4.963400e-8	6.617897e-42	1.585280e-36	1.518444e-7	1.048913e-16	1.578437e-16	1.530208e-30	9.335406e-18	8.017871e-7	1.033701e-18	4.876533e-4	5.858556e-7	2.153730e-38	2.861866e-27	2.002730e-3	1.239052e-11	1.947837e-1	8.628377e-2	1.401742e-35	3.695281e-6	2.145788e-3	3.471304e-28	7.268836e-4	1.000000e+0	1.000000e+0	5.757238e-1	1.030339e-6	1.000000e+0	1.000000e+0	1.000000e+0	8.344854e-18	1.000000e+0	1.000000e+0	6.053811e-31	1.000000e+0	1.835248e-3	1.000000e+0	3.101746e-1	1.000000e+0	1.000000e+0	4.993842e-2	6.493632e-1	1.000000e+0	1.000000e+0	6.858582e-17	8.658631e-1	2.585101e-9	2.372077e-16	5.580245e-10	2.533254e-18	1.000000e+0	7.462473e-5	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	2.045911e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.998868e-3	7.658750e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.021943e-6	1.000000e+0	1.000000e+0	1.761857e-19	1.000000e+0	1.000000e+0	7.166508e-13	6.212625e-1	1.000000e+0	4.283312e-6	4.951934e-1	6.861813e-2	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Cebpbsc150	7.298247e-21	1.966348e-28	1.699231e-11	7.481210e-36	1.938605e-11	3.245847e-21	6.926568e-37	1.170110e-28	9.078747e-14	3.006718e-9	8.842821e-14	1.227827e-13	8.135156e-14	1.660070e-14	2.004426e-14	7.666802e-4	1.485931e-11	1.591993e-13	1.612403e-1	1.421102e-51	3.144649e-36	3.043600e-6	3.943666e-20	9.814808e-10	3.219959e-23	6.690332e-9	3.167729e-2	2.288675e-7	1.000000e+0	3.633221e-2	5.014849e-27	6.579218e-20	3.145041e-2	4.075733e-3	1.356166e-1	1.012537e-1	3.961909e-15	1.000000e+0	1.000000e+0	1.043549e-11	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.227511e-1	1.000000e+0	1.000000e+0	1.000000e+0	5.022118e-3	1.000000e+0	1.000000e+0	2.402642e-25	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.340372e-4	1.000000e+0	1.000000e+0	1.218296e-3	2.410838e-8	8.224553e-1	1.000000e+0	9.600173e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.247342e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.348805e-6	1.000000e+0	1.000000e+0	1.000000e+0	5.185691e-1	1.000000e+0	3.759722e-13	1.000000e+0	1.000000e+0	2.424722e-6	4.071861e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Ctcfc	1.000000e+0	1.497534e-1	1.000000e+0	8.715058e-4	1.000000e+0	1.000000e+0	2.536352e-4	1.446334e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.392832e-28	1.384567e-17	1.000000e+0	2.166972e-3	1.000000e+0	7.091615e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.068653e-22	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.476821e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.443430e-3	1.000000e+0	1.000000e+0	1.387937e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.970943e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Ctcflsc98982	3.166717e-15	2.251068e-16	1.949566e-6	2.577411e-21	1.688980e-6	1.992036e-15	5.618708e-22	2.578348e-16	1.738589e-11	1.826622e-5	1.022990e-3	1.036056e-10	4.450770e-4	6.855371e-4	1.071035e-3	1.000000e+0	1.188026e-2	1.938753e-2	2.676218e-3	4.525479e-24	1.406354e-13	1.188590e-3	6.074382e-4	9.445330e-3	5.985353e-5	1.169763e-2	8.065129e-2	1.888972e-2	1.000000e+0	5.461793e-2	3.151090e-8	9.004871e-5	1.106329e-2	6.519954e-2	1.000000e+0	1.000000e+0	1.062326e-2	3.350275e-1	1.000000e+0	5.484603e-2	1.000000e+0	1.000000e+0	7.821515e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.867528e-1	1.000000e+0	1.000000e+0	1.429923e-13	1.000000e+0	3.896294e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.343930e-5	1.000000e+0	1.000000e+0	1.661601e-5	2.339949e-5	8.853805e-3	6.715243e-2	3.143514e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.004372e-2	1.000000e+0	1.000000e+0	3.313956e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562E2f6	3.383101e-110	1.810021e-125	1.926519e-24	4.669412e-133	2.262849e-24	2.035269e-111	9.279374e-132	4.626246e-126	3.870989e-60	8.205620e-79	4.690388e-55	3.026987e-57	3.610490e-55	1.284937e-51	5.467428e-54	1.108008e-5	1.358688e-33	3.676147e-46	1.103982e-16	2.937816e-85	1.025244e-62	4.485724e-17	2.667257e-28	2.858249e-50	3.782433e-71	9.669297e-53	4.540087e-11	9.770460e-53	1.560927e-11	1.970128e-11	5.747744e-91	2.445853e-66	4.460912e-14	1.120464e-23	1.301434e-4	1.386297e-1	4.138965e-78	7.697350e-10	1.056919e-4	3.221852e-58	2.402921e-5	1.000000e+0	4.969244e-3	5.971321e-4	1.206184e-7	1.000000e+0	1.000000e+0	3.031900e-1	2.014189e-46	1.000000e+0	2.624237e-1	8.496426e-56	1.000000e+0	7.699770e-12	1.000000e+0	8.145240e-9	2.779620e-1	1.000000e+0	9.068388e-10	5.432016e-1	1.198505e-1	1.359163e-2	7.379334e-46	2.111399e-1	1.806330e-25	8.361860e-45	8.733935e-16	6.922432e-38	1.000000e+0	3.103933e-16	1.000000e+0	3.004413e-2	1.000000e+0	1.000000e+0	1.204580e-1	1.000000e+0	1.000000e+0	1.000000e+0	3.790547e-2	1.000000e+0	1.261845e-10	2.103446e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.969956e-15	1.000000e+0	1.000000e+0	2.151516e-37	1.451280e-1	1.000000e+0	8.394456e-28	5.263679e-3	1.000000e+0	1.119166e-10	5.298302e-5	3.797481e-4	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Egr1	3.034566e-75	9.572151e-90	5.386873e-22	9.667887e-98	6.102866e-22	1.706502e-75	2.053163e-99	4.628916e-90	3.481443e-46	6.777654e-44	7.948786e-40	1.838019e-46	2.706984e-42	4.660660e-40	4.646289e-41	1.723332e-5	1.062871e-29	1.606557e-35	3.350944e-15	1.757053e-96	3.565304e-73	6.416934e-18	2.273165e-35	1.938444e-24	6.817709e-58	5.958025e-25	1.073737e-7	2.121520e-23	1.003689e-6	1.770461e-7	1.904367e-66	4.520937e-49	9.672273e-8	1.239657e-19	8.316741e-2	2.935889e-1	1.260466e-48	1.657551e-6	2.067352e-4	1.278782e-40	2.033280e-4	1.000000e+0	8.367128e-1	1.954474e-2	6.039711e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.821512e-18	3.653854e-1	1.000000e+0	1.389897e-63	1.000000e+0	1.149639e-13	1.000000e+0	7.211239e-9	1.000000e+0	1.000000e+0	1.951371e-10	1.000000e+0	7.551250e-4	1.121498e-2	5.498214e-24	1.000000e+0	1.038800e-4	4.548072e-24	1.487436e-17	5.434303e-17	1.000000e+0	5.440706e-14	6.524210e-1	1.000000e+0	1.000000e+0	1.133270e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.049893e-1	3.156282e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.039674e-16	1.000000e+0	1.000000e+0	1.148625e-16	1.000000e+0	1.000000e+0	3.542446e-20	1.833195e-1	1.000000e+0	2.300221e-13	1.061317e-6	7.605824e-2	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsK562Elf1sc631	5.069107e-91	5.529155e-115	3.919282e-23	2.181870e-120	4.488946e-23	3.500847e-91	3.650176e-116	2.128652e-115	8.243610e-55	1.963012e-70	3.366111e-55	2.289630e-52	1.687061e-56	3.783457e-54	2.386729e-56	8.844197e-5	1.012174e-36	7.134691e-49	3.974723e-22	7.525504e-87	2.172638e-73	5.931211e-17	6.812432e-38	6.762222e-49	7.697233e-69	5.667387e-52	1.813785e-9	6.105702e-56	7.306855e-12	2.653120e-9	3.454871e-90	1.810249e-63	1.719768e-7	4.835173e-28	1.471398e-3	1.065796e-1	3.048362e-82	2.545941e-10	3.162884e-4	2.105875e-64	1.242957e-4	1.000000e+0	2.722534e-1	9.447172e-5	4.588338e-21	1.000000e+0	6.922146e-2	1.000000e+0	8.062404e-50	8.442991e-1	4.241859e-2	3.928794e-58	1.000000e+0	3.680568e-14	1.000000e+0	6.116055e-14	1.000000e+0	7.887267e-1	3.129032e-15	1.000000e+0	1.000000e+0	1.536438e-1	4.271954e-42	2.456710e-6	3.162547e-26	1.558072e-42	2.073891e-15	5.636485e-48	1.000000e+0	6.908325e-18	1.000000e+0	7.487431e-1	1.000000e+0	1.000000e+0	2.520391e-1	1.000000e+0	1.000000e+0	4.901941e-1	4.283478e-1	7.216317e-1	1.242921e-3	9.230727e-5	1.000000e+0	8.442991e-1	1.000000e+0	9.620261e-19	2.061816e-1	1.000000e+0	3.816480e-47	1.445010e-2	1.000000e+0	4.309137e-20	3.259571e-1	1.000000e+0	1.149520e-14	3.055902e-6	4.002817e-4	1.000000e+0	1.000000e+0	1.000000e+0	
