	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
HaibTfbsHct116Yy1sc281	1.203224e-80	3.721112e-74	2.776612e-39	9.278940e-126	9.507281e-40	2.382338e-81	1.333447e-129	3.750705e-75	1.314811e-48	1.382911e-47	4.968882e-46	1.967415e-47	6.338057e-51	4.061115e-48	2.295213e-50	4.649914e-23	4.372576e-33	3.163252e-40	6.795564e-31	7.124002e-31	1.971447e-27	1.424982e-8	4.921377e-20	3.730345e-31	2.266050e-38	5.216801e-34	1.395540e-14	2.387820e-41	1.652570e-7	4.185449e-10	1.056053e-47	8.812287e-44	2.773682e-8	1.437856e-28	3.202245e-5	6.135942e-11	2.963923e-33	8.299884e-16	1.347042e-6	2.584199e-27	1.273829e-7	2.927131e-4	1.111162e-3	1.982084e-9	1.300583e-49	1.147160e-1	8.925769e-7	3.949468e-4	6.323485e-34	1.017362e-1	1.047897e-3	4.032729e-13	4.818900e-10	1.783368e-7	1.537936e-2	5.038511e-3	1.974571e-3	8.873910e-2	1.842565e-1	4.890189e-8	1.158670e-7	2.457784e-9	3.809603e-6	8.341390e-22	4.724336e-6	1.522259e-6	1.576449e-2	3.657027e-25	1.000000e+0	1.000000e+0	1.041934e-1	1.000000e+0	2.651670e-2	3.268020e-2	4.134799e-1	1.040788e-1	1.000000e+0	5.870361e-12	1.000000e+0	3.804342e-12	3.930762e-4	2.270686e-10	2.281881e-2	8.962508e-11	2.991702e-1	5.744907e-19	1.281639e-1	9.836047e-2	1.084806e-23	5.194238e-3	6.404195e-1	3.755894e-14	1.000000e+0	1.000000e+0	1.914500e-8	1.000000e+0	9.649313e-11	5.286320e-1	1.218582e-2	1.692839e-1	
HaibTfbsHct116Zbtb33	2.105443e-35	1.631695e-34	3.112616e-11	2.872949e-52	2.191462e-11	1.119218e-35	1.909061e-55	7.578003e-35	2.065251e-28	9.577190e-26	5.393546e-27	3.624471e-27	8.880481e-29	1.545788e-28	4.927035e-30	1.516869e-9	1.292812e-17	3.262716e-22	4.314702e-15	4.311978e-10	2.360885e-9	3.988437e-2	9.217983e-14	2.881376e-15	9.262550e-14	3.227485e-17	5.191398e-6	1.891071e-19	4.511053e-5	8.331797e-4	1.210341e-20	2.025586e-16	1.919575e-7	1.126271e-17	1.000000e+0	6.773128e-5	1.427104e-14	1.333872e-7	2.957346e-5	1.072954e-10	2.525500e-5	9.832739e-5	1.000000e+0	7.963756e-4	8.652714e-20	2.027949e-4	2.169528e-7	1.795179e-3	2.751887e-15	1.000000e+0	1.000000e+0	3.764189e-3	2.741832e-17	7.267846e-2	1.000000e+0	1.000000e+0	3.683424e-3	1.000000e+0	1.000000e+0	1.745619e-6	9.432535e-1	1.214727e-8	7.356397e-1	2.194434e-12	6.843962e-5	2.100876e-1	1.000000e+0	1.111453e-7	1.000000e+0	1.000000e+0	4.512052e-1	1.000000e+0	9.380309e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.265442e-8	1.000000e+0	2.840803e-6	1.687518e-5	9.149052e-2	1.000000e+0	6.158124e-10	NA	4.476102e-9	1.000000e+0	1.000000e+0	6.375626e-7	1.000000e+0	1.000000e+0	2.226296e-7	1.000000e+0	1.000000e+0	5.079853e-2	1.163350e-1	1.031432e-18	1.000000e+0	1.000000e+0	NA	
HaibTfbsHelas3Gabp	7.975584e-45	2.301117e-40	1.130051e-10	5.998426e-70	7.307377e-11	1.242885e-45	3.041601e-75	2.257601e-40	1.840547e-22	1.049577e-29	1.056277e-27	3.504726e-21	7.809024e-25	2.196551e-22	2.154221e-24	7.125743e-13	1.904483e-15	1.243827e-23	1.672532e-13	2.523075e-2	9.150803e-8	5.024370e-3	9.065675e-14	5.633230e-21	1.718793e-14	1.047743e-23	7.471936e-7	1.975574e-32	7.324526e-14	1.078144e-3	4.292551e-20	2.248731e-15	3.864115e-2	1.524879e-10	5.361584e-2	8.058256e-7	2.598499e-17	3.814065e-5	9.698124e-3	6.528072e-14	1.886653e-3	1.000000e+0	1.000000e+0	6.041285e-1	2.795250e-40	9.733165e-5	2.387346e-10	1.000000e+0	5.640918e-25	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.608167e-2	1.000000e+0	1.000000e+0	7.055547e-1	1.000000e+0	5.686462e-5	3.986672e-1	6.257841e-6	6.213744e-1	1.301606e-20	3.036720e-10	1.553115e-1	1.000000e+0	1.644954e-17	1.000000e+0	1.000000e+0	6.906513e-2	1.000000e+0	4.901424e-3	1.000000e+0	2.799335e-1	4.033626e-1	9.527258e-2	5.951872e-13	1.000000e+0	3.152765e-5	9.523387e-3	8.754269e-11	1.000000e+0	3.741562e-13	3.230169e-1	1.697654e-16	1.000000e+0	1.000000e+0	2.202454e-18	1.000000e+0	1.000000e+0	1.462839e-3	1.000000e+0	1.000000e+0	1.263816e-4	1.083214e-1	1.204168e-5	1.000000e+0	7.225076e-2	8.245942e-2	
HaibTfbsHelas3Nrsf	4.887542e-25	1.383238e-15	3.048088e-40	2.719316e-33	1.164333e-40	4.452307e-25	2.159183e-35	1.398050e-15	3.202194e-19	5.906127e-4	1.571236e-4	2.206429e-18	5.362053e-4	4.069441e-4	1.252688e-4	1.000000e+0	1.870551e-5	5.362480e-4	4.009263e-18	1.135077e-24	1.093120e-24	1.684701e-1	1.494623e-11	2.021878e-1	7.689602e-3	6.673009e-1	1.000000e+0	3.348621e-2	1.000000e+0	1.000000e+0	1.613909e-3	1.282508e-1	4.358107e-2	3.235886e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.689636e-1	2.327185e-1	8.693825e-6	1.000000e+0	6.991209e-1	1.000000e+0	1.000000e+0	1.091220e-15	1.000000e+0	1.912182e-14	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	4.579071e-2	1.000000e+0	NA	2.638123e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.785035e-2	1.158176e-3	NA	1.000000e+0	8.920403e-2	4.105973e-1	1.000000e+0	5.814771e-2	NA	1.000000e+0	1.000000e+0	6.799902e-4	1.000000e+0	1.000000e+0	1.000000e+0	6.281573e-4	NA	1.000000e+0	1.000000e+0	NA	3.545775e-1	1.000000e+0	9.467294e-6	1.000000e+0	4.590944e-2	1.450031e-2	1.000000e+0	NA	
HaibTfbsHelas3Pol2	5.658880e-186	3.299433e-163	7.949642e-71	2.531297e-275	1.715127e-71	6.523462e-189	6.242706e-274	1.173791e-163	4.256527e-136	5.226062e-156	3.577239e-158	2.084086e-129	9.108327e-152	1.720775e-143	3.944963e-147	1.116058e-39	1.101857e-128	3.398987e-143	6.895046e-68	2.422367e-73	3.736987e-85	4.858746e-30	3.046355e-130	6.113160e-118	1.801020e-101	2.427983e-124	2.929292e-33	1.741316e-145	1.405564e-35	5.967313e-22	1.096316e-123	7.829403e-102	1.482267e-48	2.884740e-41	3.721179e-17	7.829557e-29	5.068730e-78	2.313742e-22	6.228574e-15	2.867224e-60	3.951785e-17	1.688244e-21	4.509458e-10	8.588348e-16	1.887147e-143	4.690077e-22	1.855935e-44	1.803979e-6	1.561274e-108	3.486709e-17	6.554085e-6	4.292161e-33	7.020235e-28	7.373206e-13	1.477983e-2	8.818641e-17	3.426846e-5	2.005622e-3	1.002905e-20	5.572343e-13	8.118090e-7	2.477941e-17	7.152805e-25	3.885701e-62	2.203089e-43	4.639882e-29	1.913421e-1	1.201568e-65	5.672591e-1	7.525095e-6	1.699122e-13	5.940480e-3	9.425362e-13	6.668703e-21	4.674927e-11	4.685007e-9	5.990949e-16	3.137147e-52	1.494996e-2	2.024856e-33	1.693370e-28	2.886441e-37	1.185655e-2	9.725365e-67	2.734350e-9	1.048890e-69	3.032691e-7	2.637416e-1	2.235621e-57	1.758425e-15	2.776376e-2	9.825856e-40	1.000000e+0	4.633674e-5	7.717121e-31	1.568375e-7	8.703985e-47	8.600852e-1	2.017291e-9	2.055096e-10	
HaibTfbsHelas3Taf1	1.627648e-101	6.302686e-100	8.238111e-37	1.135697e-172	6.081138e-37	3.564840e-104	7.101352e-171	3.784024e-100	3.248596e-64	3.597056e-95	3.029437e-94	5.386147e-62	1.817488e-84	2.001736e-81	6.141276e-84	7.266183e-21	5.167637e-71	1.594214e-79	5.349876e-29	1.206139e-23	2.552793e-27	1.514815e-20	7.063784e-52	4.737535e-62	1.211153e-52	7.105418e-66	5.838416e-23	1.834608e-79	3.639459e-18	9.212641e-15	1.627284e-67	1.423010e-51	1.189611e-14	8.002489e-29	8.692651e-12	4.987439e-14	1.003703e-45	5.965940e-13	7.632268e-10	1.497394e-33	2.887281e-11	1.260279e-18	7.658211e-3	9.652920e-6	1.158276e-58	4.027319e-11	4.286681e-11	5.819340e-3	3.911457e-59	5.165827e-5	4.806906e-3	1.695556e-7	3.713778e-25	7.749159e-4	1.212319e-2	2.557172e-9	6.876906e-3	3.528795e-2	4.792681e-9	7.108190e-8	5.626867e-2	9.483247e-13	2.928717e-9	1.941856e-21	3.912140e-16	7.621113e-12	1.000000e+0	1.420830e-34	NA	2.054127e-1	8.986285e-5	1.000000e+0	7.230718e-8	1.828701e-3	2.545400e-2	1.457655e-3	4.035434e-2	2.054648e-13	1.000000e+0	2.467005e-16	1.712299e-26	7.352263e-15	7.270704e-1	5.941866e-13	6.205368e-4	1.825227e-28	1.171168e-5	2.037279e-2	6.594159e-30	9.713937e-14	1.000000e+0	9.397040e-25	1.000000e+0	2.359609e-1	2.027609e-8	2.000509e-3	4.922345e-23	3.574985e-1	4.358815e-12	9.215172e-8	
HaibTfbsHepg2Atf3	1.856926e-30	8.306138e-33	2.762611e-4	5.064084e-44	2.234180e-4	1.818422e-30	7.854480e-43	4.914100e-33	5.362614e-24	1.434860e-11	5.501109e-14	5.752779e-23	5.645342e-18	3.859293e-17	1.159024e-17	1.000000e+0	7.975668e-8	7.164259e-12	4.111745e-5	1.223920e-12	1.000733e-18	1.000000e+0	6.067522e-13	9.265905e-13	2.240426e-21	2.650888e-14	7.537070e-8	9.438655e-13	5.064236e-5	8.792385e-6	9.631081e-25	1.105876e-17	7.665668e-3	1.810312e-17	1.000000e+0	1.000000e+0	7.648626e-10	1.505963e-11	4.772404e-8	2.422282e-6	3.733563e-8	1.000000e+0	1.000000e+0	5.081559e-4	1.663447e-8	1.000000e+0	1.000000e+0	1.578426e-6	7.370014e-8	1.000000e+0	3.054080e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.798278e-6	1.000000e+0	1.000000e+0	2.280555e-3	1.000000e+0	1.345678e-4	2.294756e-4	7.109665e-4	2.037646e-1	8.708853e-5	2.000171e-4	3.608464e-5	NA	1.000000e+0	5.025205e-2	6.651074e-3	1.000000e+0	2.406052e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.593000e-1	9.623544e-3	6.831500e-2	2.325593e-2	1.000000e+0	1.000000e+0	3.828458e-1	1.000000e+0	9.708222e-10	1.000000e+0	1.000000e+0	1.116436e-6	1.000000e+0	1.000000e+0	5.154020e-4	1.000000e+0	3.176928e-1	8.180155e-7	5.290381e-1	1.000000e+0	1.000000e+0	5.518311e-3	1.000000e+0	
HaibTfbsHepg2Bhlhe40	2.168191e-23	3.789821e-26	1.712212e-18	2.041341e-36	1.215951e-18	2.693072e-23	8.025253e-37	8.417171e-27	2.535162e-19	5.781057e-9	1.306012e-4	3.111390e-18	5.994071e-7	4.181892e-8	3.576684e-8	1.000000e+0	2.657356e-2	3.769753e-4	6.754599e-3	5.377587e-24	1.330727e-22	1.000000e+0	3.853290e-10	4.787745e-11	2.588710e-20	1.059538e-11	1.061772e-4	3.850383e-9	1.000000e+0	1.587430e-3	3.696891e-22	1.896102e-17	9.227258e-2	1.220095e-9	1.000000e+0	1.000000e+0	6.972530e-7	1.282200e-6	3.075455e-6	8.493457e-6	1.026838e-6	1.417897e-5	1.000000e+0	1.000000e+0	4.290466e-4	1.000000e+0	NA	2.490759e-5	8.140645e-6	1.000000e+0	7.365967e-4	7.168961e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.468082e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.806729e-3	5.028729e-7	3.012453e-2	2.018582e-1	5.242532e-7	3.839967e-8	6.261057e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.434045e-2	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	3.160884e-2	1.000000e+0	2.219934e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.697969e-9	1.000000e+0	1.000000e+0	5.379795e-3	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.335264e-12	1.000000e+0	NA	1.000000e+0	1.852205e-1	NA	
HaibTfbsHepg2Cebpbsc150	2.667517e-200	7.166212e-199	2.639708e-145	1.773890e-274	2.614215e-146	3.910211e-199	5.346830e-275	7.450187e-199	7.096429e-164	6.172436e-107	1.814067e-79	2.160099e-158	5.661044e-77	1.199496e-81	2.445335e-85	1.392437e-7	3.213944e-59	2.195991e-65	8.875145e-87	4.542526e-222	9.196089e-191	5.602664e-32	9.538112e-129	3.996916e-99	1.648514e-182	6.028160e-101	1.018202e-38	4.857960e-82	7.548437e-4	6.717807e-33	1.310646e-176	4.314474e-164	3.854142e-45	8.794944e-65	1.083776e-9	2.038426e-4	1.699053e-82	1.790380e-37	4.061805e-25	4.099037e-82	1.508085e-28	4.840491e-14	1.367665e-8	1.559118e-11	2.478193e-22	1.563027e-8	3.705362e-3	4.087190e-4	1.462291e-58	1.359017e-4	5.327218e-22	8.498755e-137	1.215239e-8	1.859946e-55	1.543730e-3	5.889540e-9	3.358164e-3	1.501728e-2	8.728090e-10	4.024574e-4	6.500355e-2	2.453135e-12	2.697687e-75	2.810283e-12	1.731869e-23	4.238763e-72	1.184448e-52	1.928809e-51	2.498799e-4	9.074464e-17	6.634698e-10	7.155927e-17	7.789632e-2	5.217531e-18	1.402149e-1	2.128998e-3	NA	4.277359e-2	1.663415e-18	1.658350e-3	6.183061e-10	5.072492e-4	1.000000e+0	2.425291e-2	2.240675e-3	2.380525e-38	1.000000e+0	9.802568e-7	6.062103e-42	1.000000e+0	7.587434e-5	1.300453e-35	3.011689e-5	1.000000e+0	2.031966e-47	1.753699e-6	6.530567e-27	8.002215e-6	3.882725e-2	1.088585e-1	
HaibTfbsHepg2Cebpdsc636	8.570548e-99	1.031480e-100	2.885539e-33	1.109747e-138	1.128430e-33	1.295007e-98	5.910139e-142	1.205924e-101	1.635864e-74	1.571614e-63	1.708846e-50	9.830383e-73	9.633567e-62	1.065856e-63	4.234465e-64	5.474756e-8	2.897766e-37	6.739163e-45	6.358036e-39	2.886511e-58	8.163606e-56	7.419169e-16	4.361100e-53	9.585182e-61	2.258251e-77	6.905648e-63	2.759721e-17	1.176522e-56	1.969022e-3	5.558110e-13	1.888379e-84	7.110731e-70	2.893855e-10	5.209376e-36	5.749503e-2	2.478493e-5	4.188969e-47	1.075184e-22	2.383057e-14	5.744529e-40	6.688064e-15	5.363697e-11	3.307067e-2	1.762832e-10	6.443428e-46	3.668682e-7	1.361585e-3	1.455688e-1	2.774022e-46	2.886301e-5	1.164608e-11	3.349043e-23	2.866219e-11	8.450442e-9	1.000000e+0	1.152525e-1	1.000000e+0	1.000000e+0	1.000000e+0	9.417832e-6	1.000000e+0	5.055754e-6	5.554553e-35	6.631705e-27	1.679170e-17	2.369627e-35	1.281173e-8	7.646040e-36	1.000000e+0	1.000000e+0	2.253873e-3	2.410790e-8	2.279116e-1	7.118586e-4	1.000000e+0	1.937732e-1	1.000000e+0	1.607711e-13	2.244434e-7	7.460505e-9	1.559492e-8	6.212142e-6	1.000000e+0	5.554029e-10	1.275175e-1	8.158298e-24	7.086234e-1	1.512029e-1	3.668475e-29	1.000000e+0	1.588418e-1	2.048967e-14	1.000000e+0	9.986039e-1	1.147489e-18	NA	1.633492e-18	1.982614e-1	6.070316e-2	6.180812e-1	
HaibTfbsHepg2Ctcfsc5916	9.898926e-143	5.854827e-107	4.248443e-207	1.150045e-212	4.770983e-208	1.440922e-143	1.150757e-228	1.483789e-106	1.901142e-101	3.393624e-34	1.913379e-27	2.043685e-97	7.305005e-29	2.295620e-30	5.014338e-32	4.009125e-3	2.499726e-19	3.627820e-20	1.132840e-47	3.579308e-160	8.229077e-145	1.182349e-9	1.494347e-77	3.419464e-47	3.578109e-112	1.520755e-44	5.867179e-22	2.430643e-38	2.429128e-1	4.839831e-15	4.871855e-107	1.142720e-103	3.990355e-23	2.802220e-38	2.952580e-7	1.000000e+0	1.209323e-31	1.559757e-15	3.348502e-14	1.003393e-40	2.032222e-14	2.091215e-1	7.762641e-3	1.123865e-5	5.567244e-8	5.672767e-1	1.000000e+0	1.463211e-10	8.797165e-17	3.802385e-3	5.065370e-6	1.112196e-148	1.528819e-3	4.923393e-35	2.040726e-3	1.412882e-2	1.356198e-8	1.745043e-2	2.356027e-2	2.733560e-2	8.984368e-2	6.888032e-7	2.356786e-34	4.441125e-4	2.838929e-3	8.179839e-32	6.806438e-37	2.045859e-16	7.762359e-20	5.154504e-5	3.443050e-13	6.619439e-4	1.000000e+0	1.109674e-16	6.481368e-3	3.028313e-5	1.000000e+0	2.981837e-2	1.643950e-3	1.543620e-1	1.000000e+0	8.662872e-2	NA	1.072545e-3	5.136293e-5	1.516151e-15	1.000000e+0	1.516376e-6	1.829931e-12	1.000000e+0	1.000000e+0	1.112360e-21	1.010359e-5	1.366346e-8	6.201652e-33	2.863164e-10	1.165994e-12	7.489025e-7	3.993413e-4	4.319845e-3	
HaibTfbsHepg2Elf1sc631	7.050688e-128	2.016953e-120	2.868972e-47	1.065743e-188	7.065004e-48	5.677604e-128	1.912375e-190	3.079115e-121	4.202538e-97	2.167806e-67	2.412556e-69	1.254082e-93	1.062310e-63	3.212364e-62	3.368940e-65	4.778722e-22	7.887325e-46	2.248839e-56	9.384964e-40	4.962048e-55	1.153389e-60	6.170213e-15	1.272428e-54	7.225118e-62	9.343352e-82	1.252552e-67	1.006390e-28	5.462030e-73	1.661697e-5	3.083085e-22	1.385912e-92	7.697578e-79	1.062498e-11	1.504867e-29	4.621904e-9	5.287424e-12	1.391208e-51	1.085109e-17	1.503719e-17	1.560465e-45	1.724313e-18	7.822689e-10	1.932776e-8	9.724883e-4	1.556207e-49	2.142582e-10	3.436964e-6	1.223533e-8	5.208637e-56	1.336753e-2	1.943453e-10	1.495915e-23	9.257737e-16	2.044666e-10	2.337941e-3	2.660238e-7	2.087197e-7	1.999856e-2	4.933258e-5	1.155554e-9	7.646337e-6	1.001958e-12	1.049613e-22	1.013576e-17	1.822823e-17	3.014919e-23	2.762108e-15	7.035270e-40	1.819540e-9	7.143776e-4	1.726386e-7	1.110373e-5	2.102621e-5	4.911703e-2	1.672165e-3	5.174112e-9	1.000000e+0	5.125967e-9	9.789383e-6	2.743546e-13	3.967279e-12	1.433789e-16	1.000000e+0	7.442087e-8	7.190253e-8	6.371747e-39	1.000000e+0	9.277261e-6	9.132475e-35	1.615320e-2	1.000000e+0	3.213907e-23	8.553397e-3	1.109165e-1	5.298605e-24	1.018008e-4	5.752667e-18	2.115237e-5	5.989068e-7	6.890219e-5	
HaibTfbsHepg2Fosl2	4.932044e-235	1.023201e-219	8.639073e-191	0.000000e+0	3.760072e-192	3.505300e-234	0.000000e+0	1.836275e-220	4.042802e-188	4.514590e-104	5.737393e-74	9.079142e-182	7.851668e-67	4.692090e-75	9.861229e-79	2.092782e-14	8.790940e-48	8.586244e-51	8.088682e-109	1.991887e-271	3.418598e-229	4.875717e-19	5.532486e-173	8.511855e-88	4.485989e-207	4.675952e-90	6.932602e-59	9.442860e-77	5.166124e-4	4.251670e-49	6.012195e-217	1.041548e-196	8.504410e-52	8.849899e-79	2.319496e-29	3.702156e-8	1.203782e-77	1.060021e-42	1.847180e-29	8.317035e-80	9.466540e-30	2.555119e-9	2.364383e-18	7.150425e-15	1.882680e-45	8.164110e-13	1.245177e-7	2.967003e-8	7.715919e-42	2.259074e-5	6.027597e-24	4.828168e-180	4.045429e-23	2.749883e-60	7.369593e-3	2.386041e-6	2.274641e-7	1.093734e-2	1.697643e-7	2.224536e-12	1.015278e-3	1.113259e-14	1.784777e-64	3.045510e-27	5.453663e-11	1.278893e-59	3.496156e-67	1.824675e-33	4.853285e-12	3.726060e-14	2.310106e-22	1.658818e-18	1.311056e-4	1.012164e-29	1.775468e-8	1.028896e-20	1.000000e+0	2.730817e-11	6.127325e-19	1.020313e-12	1.458763e-5	2.761957e-10	2.677207e-2	2.875285e-9	9.785755e-19	3.485368e-65	2.132164e-3	2.420801e-9	5.171525e-27	NA	1.370076e-2	1.336205e-59	5.202044e-6	4.001121e-3	1.667663e-78	5.418205e-16	2.040072e-47	1.214172e-8	1.000000e+0	3.028141e-5	
HaibTfbsHepg2Foxa1sc101058	0.000000e+0	0.000000e+0	2.072385e-310	0.000000e+0	6.174480e-312	0.000000e+0	0.000000e+0	0.000000e+0	1.561472e-278	3.780717e-186	1.578202e-117	7.661471e-271	4.413598e-129	6.554098e-141	1.257521e-146	3.817429e-15	1.005876e-94	7.504151e-100	8.648318e-140	0.000000e+0	0.000000e+0	7.898957e-58	7.247853e-243	2.235170e-180	0.000000e+0	8.014172e-182	1.398305e-54	7.682001e-153	8.419574e-5	1.710549e-43	0.000000e+0	4.328509e-320	9.188289e-80	2.556104e-133	9.348914e-19	4.706728e-8	3.675358e-148	1.325745e-58	6.295512e-34	1.436174e-143	2.506261e-35	3.567837e-16	1.570485e-16	4.731213e-29	1.348256e-27	9.680905e-17	3.318527e-5	1.043030e-9	2.171016e-103	2.925010e-3	6.717054e-25	1.242197e-281	1.659309e-17	7.532396e-98	9.019657e-6	2.632282e-13	7.152073e-8	3.043242e-5	1.544999e-18	3.894496e-9	4.330905e-6	2.753585e-18	1.061526e-145	3.379085e-16	3.186280e-42	1.758027e-139	6.729127e-93	2.279955e-91	2.986776e-20	1.056009e-27	1.850412e-11	3.147441e-19	1.555528e-3	2.767048e-34	1.333210e-13	4.812069e-18	1.000000e+0	3.602464e-1	6.342765e-20	4.684622e-10	5.569752e-7	2.888100e-5	1.782488e-1	5.757812e-2	4.294560e-18	2.076479e-68	1.121709e-1	1.732776e-5	5.031685e-74	1.000000e+0	4.046295e-1	2.901014e-84	7.853889e-4	1.071454e-5	1.826158e-89	3.282072e-15	1.412559e-60	1.093449e-6	1.685136e-5	4.191438e-2	
HaibTfbsHepg2Foxa1sc6553	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	0.000000e+0	3.847433e-225	1.684339e-149	3.006173e-316	1.752986e-161	1.059126e-176	5.329511e-183	3.806389e-14	7.189003e-125	5.847444e-134	7.593650e-172	0.000000e+0	0.000000e+0	1.463723e-74	4.329132e-274	1.812972e-221	0.000000e+0	1.758593e-223	2.917424e-62	5.174842e-191	2.690595e-6	1.125813e-50	0.000000e+0	0.000000e+0	3.401088e-100	5.992026e-165	8.098365e-19	8.064762e-8	1.900391e-183	2.760852e-68	1.828510e-41	4.792964e-179	1.595563e-43	3.825937e-21	1.146562e-17	7.621931e-30	7.624866e-32	2.444202e-17	2.630155e-5	3.053637e-13	4.204696e-127	1.581084e-5	1.053208e-25	0.000000e+0	6.105950e-16	6.388829e-124	1.084630e-6	4.744179e-20	1.253058e-10	2.308653e-5	8.583398e-24	3.967292e-10	1.098945e-5	7.629751e-23	8.171663e-175	5.911585e-17	2.169276e-55	2.065211e-167	2.208282e-105	4.382399e-114	1.698666e-20	9.903439e-37	8.613393e-15	1.412009e-18	1.073846e-2	1.582804e-39	4.602707e-15	1.770618e-18	1.000000e+0	1.511810e-1	3.351909e-21	5.179090e-12	9.037055e-13	2.492998e-7	2.263775e-1	1.081559e-2	4.398883e-18	1.365837e-83	4.932577e-4	2.737617e-5	2.779120e-95	3.529437e-1	5.468005e-2	3.577532e-98	1.786395e-3	2.506799e-7	3.626898e-103	4.792808e-21	1.694127e-69	5.119264e-6	1.187067e-7	1.283869e-1	
HaibTfbsHepg2Foxa2sc6554	0.000000e+0	0.000000e+0	1.606614e-303	0.000000e+0	6.019675e-305	0.000000e+0	0.000000e+0	0.000000e+0	3.273002e-290	9.244880e-188	1.432595e-133	3.945269e-280	3.486894e-141	3.561300e-155	1.434453e-161	9.548786e-15	5.511405e-110	1.271445e-116	6.576888e-158	0.000000e+0	0.000000e+0	4.364993e-68	5.442201e-241	8.761587e-181	0.000000e+0	1.722123e-183	1.657429e-57	2.003998e-155	1.725209e-5	4.822941e-47	0.000000e+0	3.615604e-316	3.612332e-84	2.547033e-130	4.326329e-17	3.456396e-8	4.886651e-152	1.454273e-59	1.182306e-37	1.020626e-144	6.680960e-41	2.256217e-18	7.951278e-14	2.091948e-23	2.298632e-27	5.775145e-18	2.413100e-5	7.328970e-11	8.578012e-107	3.861713e-5	1.070870e-27	5.580133e-287	9.452394e-21	4.348794e-113	3.838901e-7	5.440628e-14	5.930724e-8	6.147147e-6	3.318310e-17	4.707537e-9	3.115286e-6	1.821464e-17	7.490215e-143	1.076167e-14	4.976418e-46	1.343963e-137	5.925863e-93	1.486562e-94	4.261394e-21	4.451634e-31	7.289339e-11	6.012142e-21	2.376266e-1	5.243737e-31	2.578029e-12	2.756763e-15	NA	4.460217e-2	6.829557e-22	3.441390e-12	6.940925e-13	8.564527e-6	1.000000e+0	1.864654e-3	3.544454e-14	6.076892e-75	1.246970e-1	4.237903e-5	2.534700e-76	1.000000e+0	6.893592e-2	5.907858e-88	5.264916e-5	1.248700e-6	2.498444e-96	8.662813e-16	4.102087e-61	2.840444e-6	1.683801e-7	1.738911e-1	
