	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
SydhTfbsHelas3Ini1	1.605278e-36	1.764729e-31	1.190781e-22	1.853388e-78	6.246428e-23	2.057634e-37	4.025008e-81	1.414933e-31	5.534490e-22	2.864303e-18	6.796357e-20	2.444092e-20	2.015432e-23	7.946476e-22	5.305769e-23	3.727955e-7	4.052790e-12	1.475267e-17	8.078516e-5	1.290133e-25	5.021117e-22	4.045029e-3	1.976697e-27	3.140172e-11	1.123771e-18	6.654741e-12	5.862224e-5	1.970807e-15	1.219973e-3	1.322939e-2	1.545244e-24	1.629188e-18	6.214644e-2	8.349851e-5	1.000000e+0	1.539750e-7	2.472424e-9	1.217000e-1	8.122548e-2	1.046617e-7	9.626004e-3	1.672789e-2	1.000000e+0	1.000000e+0	1.854218e-11	2.949625e-1	9.051031e-6	3.434732e-1	7.710751e-8	5.164084e-3	1.000000e+0	1.303415e-11	1.000000e+0	1.000000e+0	7.020690e-1	1.000000e+0	5.916932e-1	4.597205e-2	1.000000e+0	1.142863e-1	1.000000e+0	4.221242e-1	2.180380e-2	8.731744e-10	NA	4.801765e-3	1.000000e+0	9.324332e-3	1.000000e+0	NA	6.124242e-6	1.000000e+0	1.000000e+0	1.000000e+0	6.074855e-2	1.051377e-1	1.000000e+0	4.908972e-6	1.000000e+0	3.094372e-7	3.211848e-2	1.000000e+0	1.000000e+0	6.569116e-7	1.311226e-1	2.547477e-4	3.572818e-3	2.865204e-1	2.387111e-1	2.960639e-4	1.000000e+0	3.140032e-8	1.000000e+0	2.969984e-2	1.285419e-2	4.314005e-1	2.039756e-3	1.000000e+0	1.065988e-1	1.771872e-5	
SydhTfbsHelas3Irf3	5.708893e-16	5.789207e-18	2.334680e-1	7.609447e-18	2.098213e-1	3.461147e-16	2.063141e-16	7.325271e-18	7.514504e-8	4.992261e-15	5.278650e-8	1.331375e-8	2.941695e-12	1.707082e-11	3.271586e-12	1.537155e-2	2.553759e-8	4.443597e-10	1.321814e-3	1.000000e+0	1.074456e-1	1.000000e+0	9.283970e-2	4.951708e-7	6.352822e-2	3.222913e-8	1.000000e+0	5.240916e-10	1.000000e+0	1.000000e+0	5.043516e-5	4.186591e-2	6.587055e-3	4.911130e-1	NA	6.880058e-1	4.759438e-5	1.000000e+0	1.000000e+0	8.598680e-2	1.000000e+0	2.460443e-13	NA	1.000000e+0	1.638738e-6	1.000000e+0	1.000000e+0	1.000000e+0	2.346014e-10	1.000000e+0	1.000000e+0	1.000000e+0	5.484048e-30	1.000000e+0	1.000000e+0	5.274001e-2	1.000000e+0	1.000000e+0	2.837485e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.941330e-1	1.000000e+0	5.182186e-1	1.000000e+0	1.000000e+0	1.000000e+0	8.812700e-1	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.146851e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.583164e-2	3.915582e-13	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.995889e-1	5.352028e-1	3.342385e-1	1.000000e+0	1.000000e+0	3.404926e-7	1.000000e+0	1.000000e+0	NA	NA	3.097332e-4	1.000000e+0	2.213552e-1	1.000000e+0	
SydhTfbsHelas3Jund	6.557186e-139	1.155693e-112	7.989388e-162	1.633805e-211	9.126862e-159	1.489738e-138	5.091332e-208	7.139100e-113	2.700981e-92	1.822263e-73	9.617880e-53	1.963538e-89	5.993285e-46	6.691555e-51	4.279025e-54	3.107153e-2	1.166032e-46	2.076187e-41	1.592876e-77	7.278507e-236	2.542487e-166	8.863575e-31	5.735378e-139	8.104289e-50	2.331985e-140	1.959556e-45	1.654648e-15	1.876745e-40	1.914108e-2	2.721833e-8	8.198821e-133	1.518811e-129	9.502589e-58	6.325877e-28	1.081428e-18	2.840592e-2	1.264676e-52	3.331459e-4	7.720140e-1	5.645263e-60	6.304065e-2	2.383340e-7	9.053421e-4	2.581140e-2	2.339826e-3	5.920423e-2	1.839392e-5	2.179313e-1	NA	2.213934e-3	6.070849e-5	6.361618e-167	1.000000e+0	3.145662e-76	1.039577e-3	2.394835e-2	1.096008e-1	5.354368e-5	1.503402e-9	1.000000e+0	1.000000e+0	1.000000e+0	3.266504e-26	1.000000e+0	1.194393e-2	1.583247e-24	3.392195e-26	NA	7.982507e-6	1.134542e-14	1.930306e-11	4.738624e-4	5.521949e-4	1.395951e-45	1.585657e-7	4.591232e-5	2.061975e-3	1.000000e+0	9.867717e-6	1.017380e-1	1.095722e-1	1.000000e+0	3.054808e-2	1.000000e+0	4.579922e-5	4.604556e-43	4.859697e-4	9.723175e-9	NA	2.143241e-2	7.115247e-2	4.026667e-43	2.963976e-1	1.401016e-10	4.377003e-54	1.620845e-13	1.757206e-20	4.739735e-6	1.000000e+0	4.448393e-4	
SydhTfbsHelas3Mafk	2.835539e-46	5.349327e-40	2.515874e-44	6.913647e-72	1.713202e-43	6.179349e-47	1.517865e-70	5.599434e-40	1.548012e-30	1.698974e-24	4.297161e-14	1.776350e-29	3.460516e-17	1.345510e-17	9.322894e-18	2.819068e-3	4.240088e-14	4.167582e-14	7.792305e-22	4.825836e-59	9.117419e-50	2.400513e-7	4.016561e-59	9.226095e-20	3.811987e-39	4.502953e-19	9.479300e-3	8.762778e-16	1.000000e+0	1.000000e+0	1.970551e-43	3.259562e-35	1.476010e-23	1.432711e-9	1.032155e-1	3.560318e-1	9.067880e-16	6.022064e-1	1.000000e+0	4.826153e-14	1.000000e+0	6.576117e-3	1.000000e+0	1.980669e-1	1.764595e-2	1.000000e+0	2.257260e-4	3.338365e-2	6.401912e-5	3.500347e-7	1.000000e+0	1.262908e-44	1.334006e-2	5.066137e-18	1.000000e+0	1.000000e+0	1.169971e-2	1.000000e+0	3.514982e-3	1.000000e+0	1.000000e+0	1.000000e+0	8.264165e-6	9.606287e-1	2.592974e-1	1.327427e-6	1.317523e-6	3.898132e-3	1.000000e+0	4.721184e-7	2.435058e-1	NA	1.000000e+0	3.559877e-14	6.618426e-3	1.000000e+0	4.375620e-2	1.000000e+0	NA	1.000000e+0	3.877246e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.860810e-14	1.000000e+0	1.000000e+0	1.816533e-2	1.919495e-2	1.000000e+0	9.813310e-19	NA	1.074752e-1	3.975554e-15	1.711793e-6	1.230016e-12	1.000000e+0	1.000000e+0	1.000000e+0	
SydhTfbsHelas3Max	2.017047e-179	1.242222e-152	5.619997e-122	2.763923e-289	3.841365e-122	7.324942e-182	7.682135e-296	5.509591e-153	8.762866e-114	1.520741e-111	4.710492e-113	5.017169e-109	7.788664e-106	1.270041e-104	2.244265e-111	1.531307e-24	3.208535e-96	2.859314e-96	1.822835e-53	2.061981e-131	4.421888e-114	1.597768e-40	3.929382e-142	3.536394e-86	5.953496e-133	1.218432e-87	1.124944e-36	4.490626e-92	1.007669e-12	1.781033e-24	5.452927e-146	9.322685e-128	3.058963e-32	9.712975e-37	7.058094e-21	8.452177e-15	3.241079e-73	5.520786e-17	7.959055e-14	1.651590e-65	2.579966e-17	9.789235e-19	1.733759e-11	1.424087e-6	7.357001e-46	2.102750e-7	2.755648e-11	1.832562e-8	2.109862e-54	6.034301e-14	1.701827e-11	1.748413e-76	3.292253e-10	1.066954e-26	8.673696e-12	4.421588e-6	1.189927e-9	5.050952e-13	1.496005e-7	9.052750e-9	4.000529e-5	2.815443e-15	8.264845e-32	1.138683e-18	1.811264e-15	6.228622e-33	4.995566e-12	7.442294e-41	9.510464e-2	5.019372e-4	1.760421e-21	2.969441e-7	1.182549e-5	1.297027e-20	1.863670e-6	1.840113e-4	9.932414e-3	4.210058e-14	1.953150e-8	8.425569e-23	2.447929e-17	2.948365e-6	3.484247e-8	1.672397e-10	9.189230e-5	1.268961e-49	2.387780e-9	3.363641e-7	5.610970e-36	1.534183e-9	2.238626e-2	1.104600e-39	3.481034e-3	2.097716e-4	7.543886e-32	3.714657e-10	1.529418e-27	1.137635e-4	4.774887e-7	2.636695e-11	
SydhTfbsHelas3Mazab85725	1.067044e-71	6.335999e-57	3.484310e-32	2.414001e-118	1.271954e-32	3.878695e-73	2.578118e-124	4.531348e-57	1.131984e-42	1.331316e-44	1.235222e-47	2.239221e-40	8.831654e-45	7.318619e-44	3.990086e-45	4.590604e-24	3.524508e-41	1.496876e-42	9.383105e-20	1.459954e-27	8.638009e-26	3.872296e-16	1.351830e-43	1.749888e-24	8.385643e-29	1.898092e-25	3.216583e-11	5.561990e-34	1.255231e-3	9.065827e-7	5.273249e-37	1.978437e-28	6.257204e-7	1.498183e-9	6.940383e-6	2.053052e-13	1.108417e-18	3.027977e-3	1.175607e-3	1.377871e-12	3.035193e-4	8.668855e-9	1.000000e+0	1.420329e-1	1.698632e-25	7.826648e-4	5.160449e-3	6.063103e-2	4.180797e-19	3.162431e-1	3.276656e-1	3.046140e-16	1.000000e+0	1.512544e-6	1.880315e-1	1.000000e+0	1.708639e-1	1.138316e-2	1.000000e+0	2.095029e-4	6.077296e-3	1.201741e-5	6.323989e-4	4.951699e-8	1.813699e-3	3.481966e-4	1.000000e+0	2.527899e-14	7.199804e-1	1.000000e+0	1.001583e-9	1.000000e+0	1.000000e+0	1.534994e-5	1.256254e-1	6.201769e-1	1.000000e+0	9.965033e-5	1.000000e+0	3.442863e-8	2.227226e-6	1.227009e-1	1.494273e-1	6.132523e-5	5.658468e-1	1.507076e-17	3.459287e-6	9.878410e-2	3.634949e-10	2.309495e-4	1.000000e+0	8.165283e-19	1.000000e+0	1.000000e+0	7.147543e-8	4.773463e-3	6.126308e-7	2.300322e-1	2.973423e-4	1.129661e-6	
SydhTfbsHelas3Mxi1af4185	2.209150e-110	2.838450e-92	1.573991e-46	3.093386e-165	5.143290e-47	2.129110e-111	3.362928e-162	6.343784e-93	2.552447e-74	1.177867e-58	4.833650e-74	1.062061e-72	1.367347e-73	2.981136e-69	4.705695e-73	4.929307e-13	5.229295e-51	2.768065e-64	3.643335e-32	6.004107e-63	1.333593e-71	3.521008e-16	3.451830e-83	6.619997e-38	3.770611e-56	2.615806e-40	3.014567e-30	5.626024e-45	9.282357e-20	1.197006e-22	3.379656e-66	5.629057e-51	3.040351e-21	6.211356e-33	6.808746e-18	1.014163e-9	1.728984e-31	1.469015e-15	8.806106e-11	1.045419e-24	1.004285e-12	1.001408e-6	2.051553e-8	8.404597e-8	1.943107e-44	3.280760e-4	1.666843e-8	1.874920e-1	1.019780e-28	1.118309e-5	5.960124e-4	9.616242e-17	1.000000e+0	5.312374e-13	4.574465e-6	3.084799e-5	8.454971e-2	1.657842e-5	1.809490e-7	3.287287e-9	1.000000e+0	3.478637e-14	1.186208e-8	4.617063e-15	4.497748e-5	5.411749e-10	6.305380e-7	4.362688e-18	NA	5.616195e-5	5.120944e-7	6.665903e-2	1.000000e+0	1.109297e-3	9.998744e-7	1.092446e-2	4.349365e-3	1.412810e-7	7.303808e-3	3.807528e-19	8.511667e-13	1.669116e-12	3.853990e-6	1.144293e-8	1.057334e-2	4.204407e-34	1.976392e-1	4.865572e-4	4.315379e-18	6.410348e-8	1.000000e+0	7.862677e-21	6.110755e-3	1.619337e-1	3.093525e-19	9.413111e-5	4.277493e-18	3.194780e-1	8.477413e-9	4.095458e-9	
SydhTfbsHelas3Nfya	5.187228e-46	8.537314e-42	2.136008e-15	6.001063e-60	2.152521e-15	2.856174e-47	3.688955e-58	1.695514e-41	7.309257e-28	1.388410e-26	8.193459e-22	1.099315e-27	1.622829e-31	3.194795e-30	1.694697e-31	5.717442e-6	6.522180e-21	2.425950e-22	1.269075e-6	4.240119e-5	4.649968e-14	2.673521e-4	5.382347e-11	1.513829e-19	3.156332e-14	1.734860e-20	1.024301e-4	5.346516e-21	1.000000e+0	1.733791e-2	1.907908e-19	2.965854e-13	8.571784e-4	5.341459e-8	1.000000e+0	2.508300e-3	2.571184e-9	1.169966e-5	2.366040e-3	4.578124e-6	1.473131e-4	3.339270e-9	1.000000e+0	4.894678e-3	1.255871e-13	3.194404e-3	6.131662e-1	2.372457e-2	2.111093e-17	1.000000e+0	1.000000e+0	1.000000e+0	1.122054e-17	1.000000e+0	5.365329e-1	2.268452e-2	6.978152e-3	1.000000e+0	8.675903e-3	1.110331e-2	1.000000e+0	3.459754e-6	2.724232e-8	7.777135e-4	9.383832e-4	2.207328e-8	1.000000e+0	4.001695e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.255684e-1	8.535800e-2	1.000000e+0	2.901371e-1	1.000000e+0	4.470298e-5	3.761186e-12	7.599483e-3	1.000000e+0	2.199746e-1	1.648936e-1	4.928344e-4	1.000000e+0	2.102158e-1	7.991241e-7	1.984655e-1	1.000000e+0	1.109205e-10	1.000000e+0	1.713474e-2	1.000000e+0	1.000000e+0	3.427881e-3	1.000000e+0	5.106485e-1	1.000000e+0	
SydhTfbsHelas3Nfyb	4.010412e-56	1.109797e-49	5.687494e-25	3.688353e-72	1.614434e-24	4.378956e-57	1.210708e-71	2.510823e-49	3.224999e-38	8.935329e-41	8.028308e-32	4.345648e-38	2.577732e-38	3.291365e-37	1.805935e-38	9.693431e-8	6.662850e-32	2.282352e-31	3.436873e-15	1.099448e-13	1.033653e-21	7.545250e-10	2.217214e-16	1.108624e-25	4.225373e-26	1.886980e-26	3.349109e-7	8.480631e-26	5.628981e-1	2.189022e-4	8.726166e-32	1.170523e-22	6.308495e-8	4.775240e-9	1.000000e+0	3.257237e-3	5.919349e-18	4.766863e-7	7.020845e-5	8.383986e-15	4.846563e-6	3.162186e-14	1.000000e+0	6.977088e-4	3.728636e-11	9.759035e-3	1.000000e+0	1.247625e-1	3.917306e-21	1.000000e+0	1.000000e+0	8.565976e-10	4.409377e-20	1.093417e-4	7.959306e-1	1.005773e-4	1.173067e-1	1.000000e+0	2.462193e-6	1.155040e-1	1.000000e+0	1.803161e-5	9.374489e-11	1.997503e-1	2.990413e-7	3.408563e-11	6.070300e-1	3.221218e-11	1.000000e+0	3.182406e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.367443e-5	7.776210e-3	1.000000e+0	1.000000e+0	1.000000e+0	2.675645e-6	2.543845e-16	3.984529e-3	1.000000e+0	1.000000e+0	4.649388e-3	3.626612e-6	1.000000e+0	1.300434e-3	4.803548e-10	1.365444e-2	1.000000e+0	3.960970e-14	2.097875e-2	1.001622e-1	1.443200e-3	1.000000e+0	5.395016e-11	4.112818e-2	4.062192e-1	1.000000e+0	
SydhTfbsHelas3Nrf1	8.582490e-23	2.663099e-21	2.495717e-1	5.502448e-30	2.156175e-1	4.076131e-23	4.130697e-32	1.632166e-21	1.611816e-14	3.016637e-6	1.117590e-10	1.149162e-13	3.775888e-13	1.727542e-11	2.902180e-12	2.600179e-3	6.163305e-7	4.600630e-9	4.611059e-3	2.416202e-1	6.838283e-5	1.000000e+0	5.489723e-3	3.792172e-2	1.366431e-3	7.059333e-3	3.629368e-2	2.121984e-5	1.800332e-1	7.966757e-1	4.134564e-7	1.266975e-2	1.000000e+0	1.782055e-6	1.000000e+0	1.582641e-2	1.406701e-2	1.196277e-3	2.123938e-1	4.908170e-1	1.325161e-1	1.000000e+0	1.000000e+0	3.241339e-2	2.860558e-17	1.000000e+0	1.000000e+0	1.000000e+0	9.870037e-4	1.000000e+0	NA	NA	NA	1.000000e+0	1.000000e+0	3.311737e-5	1.000000e+0	1.000000e+0	6.409504e-5	1.714111e-6	1.000000e+0	5.262513e-2	NA	4.814136e-5	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.115893e-1	NA	5.401853e-4	2.086292e-4	3.877681e-4	NA	1.000000e+0	NA	5.971984e-8	1.000000e+0	1.000000e+0	1.221066e-1	4.217371e-3	1.000000e+0	1.000000e+0	NA	1.000000e+0	4.940805e-1	1.000000e+0	1.000000e+0	1.000000e+0	4.379078e-3	1.000000e+0	
SydhTfbsHelas3P300sc584sc584	2.455220e-85	4.475488e-67	1.689559e-120	9.633901e-144	3.165099e-118	2.065832e-84	1.062892e-142	3.237838e-67	1.394755e-57	2.721488e-45	7.435349e-30	1.877457e-55	2.004761e-30	3.286847e-37	2.718983e-39	1.000000e+0	3.099517e-40	1.404484e-29	3.345131e-51	1.533502e-191	8.040900e-120	2.142749e-31	1.588307e-119	1.728468e-41	2.727969e-111	1.944937e-37	8.828902e-6	7.305421e-32	1.000000e+0	1.347357e-1	2.647761e-96	1.369294e-100	6.987212e-35	1.420093e-16	3.615316e-8	1.000000e+0	2.178570e-33	2.614232e-1	1.000000e+0	1.088026e-40	1.000000e+0	1.155259e-6	3.216287e-2	9.365931e-1	NA	5.094147e-1	1.023942e-2	1.000000e+0	NA	1.274453e-3	9.772485e-4	5.671674e-133	NA	1.144613e-61	1.242675e-3	1.000000e+0	1.925412e-1	2.999821e-2	3.676815e-6	NA	1.000000e+0	1.000000e+0	1.303049e-21	NA	NA	1.071966e-20	2.360675e-17	NA	3.983695e-2	6.345081e-9	1.221920e-6	2.348963e-4	1.281240e-3	6.800393e-45	2.627377e-4	6.225848e-1	1.126161e-2	NA	2.071283e-5	NA	1.000000e+0	NA	4.017346e-2	NA	3.362011e-1	8.310969e-26	1.000000e+0	3.438938e-8	NA	1.343519e-1	3.041098e-2	1.470498e-24	5.339834e-2	1.585763e-5	1.415272e-35	1.954244e-6	2.577580e-19	4.320564e-5	NA	9.372804e-2	
SydhTfbsHelas3Pol2s2	1.035563e-154	1.689204e-139	1.626926e-37	5.282911e-194	5.680896e-38	4.721013e-156	1.212059e-186	5.001138e-140	2.858517e-113	1.812495e-116	4.650978e-125	5.617586e-108	3.189349e-133	6.718663e-127	2.442477e-134	4.150774e-30	4.814773e-88	4.846185e-116	2.109953e-61	8.068479e-45	4.693684e-67	2.488111e-12	2.307758e-100	8.545370e-115	2.632021e-88	7.248057e-122	2.864103e-29	7.428134e-125	3.170472e-44	1.309652e-20	4.914064e-104	8.168642e-82	2.874814e-42	3.164992e-53	1.419148e-5	1.164113e-19	1.683952e-76	7.858392e-30	5.386507e-20	3.234995e-64	6.871181e-22	5.649594e-21	5.848503e-2	4.746628e-22	1.467340e-163	4.608038e-8	1.280268e-48	3.678981e-1	3.912406e-105	2.754658e-10	1.000000e+0	2.611634e-8	2.328560e-31	2.435390e-5	1.282040e-8	2.200908e-5	1.000000e+0	6.394709e-9	1.395649e-6	8.144603e-20	1.000000e+0	1.955099e-28	1.890128e-26	3.631899e-93	1.798060e-35	1.149802e-30	1.000000e+0	1.566478e-55	NA	1.242883e-2	6.373301e-6	1.000000e+0	6.400207e-1	2.094838e-9	1.000000e+0	9.242505e-1	3.958177e-2	6.385132e-63	1.000000e+0	4.454086e-36	8.352521e-34	4.040193e-42	1.000000e+0	6.499389e-78	9.349846e-1	1.408202e-33	9.191755e-5	1.000000e+0	8.354644e-56	1.354651e-5	1.000000e+0	5.439039e-35	1.000000e+0	4.975984e-1	6.029443e-12	1.383156e-9	1.584073e-53	1.000000e+0	2.878275e-8	1.443751e-2	
SydhTfbsHelas3Pol2	2.986206e-112	2.335823e-101	1.500123e-41	1.989171e-180	3.536768e-42	1.822715e-114	4.813320e-181	1.293036e-101	3.048177e-68	4.512780e-88	2.203969e-74	2.158493e-64	5.257272e-78	5.501151e-72	9.017267e-76	6.731714e-18	2.176760e-66	1.002817e-71	4.881669e-24	1.070169e-22	4.495463e-40	2.074996e-10	6.356041e-72	8.613201e-68	6.217292e-50	1.382820e-73	7.861750e-25	2.974671e-87	5.844879e-10	9.784466e-16	1.191073e-66	1.152574e-52	5.770024e-13	2.044033e-27	3.686632e-7	4.681078e-12	5.420878e-41	9.229305e-13	2.127678e-13	1.989967e-28	3.804230e-15	2.628482e-19	1.220137e-2	1.138555e-5	1.371742e-80	3.485600e-16	1.497623e-22	1.575330e-3	1.621299e-71	3.351023e-5	1.771829e-3	2.597277e-6	1.954666e-42	1.000000e+0	3.119025e-5	1.525247e-7	4.866760e-2	2.605355e-5	1.599026e-9	5.665320e-9	1.511805e-1	3.508662e-13	9.599848e-14	3.421281e-37	1.007146e-18	2.449867e-15	1.000000e+0	9.810419e-42	1.000000e+0	1.359960e-1	2.503802e-4	4.783905e-1	1.118139e-7	4.437899e-8	1.157354e-2	8.429108e-7	3.750636e-8	1.377478e-29	1.000000e+0	4.734427e-15	9.522317e-23	2.859022e-20	9.694704e-1	3.667842e-40	1.347542e-6	2.053558e-32	2.641103e-8	1.000000e+0	3.082256e-36	3.881227e-4	1.000000e+0	3.954321e-23	1.000000e+0	1.000000e+0	6.885264e-7	NA	2.074012e-27	1.000000e+0	1.104337e-6	4.173169e-12	
SydhTfbsHelas3Prdm19115	6.442560e-9	2.259004e-7	2.927764e-11	2.962707e-19	8.464210e-11	8.117135e-9	1.403738e-19	2.431532e-7	9.350558e-6	1.948273e-3	9.077533e-3	1.699953e-5	3.902780e-3	1.370307e-4	5.952595e-5	1.000000e+0	7.658932e-4	1.896200e-2	2.341356e-3	4.422283e-23	9.221403e-17	3.606631e-1	4.721463e-14	6.141342e-3	2.224578e-11	1.144732e-1	1.000000e+0	NA	1.000000e+0	1.000000e+0	4.182446e-10	1.735407e-11	7.101593e-1	1.000000e+0	1.596041e-1	1.000000e+0	NA	1.000000e+0	1.000000e+0	7.803914e-2	1.000000e+0	1.000000e+0	3.897542e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	6.330778e-19	1.000000e+0	1.388848e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.164894e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	
SydhTfbsHelas3Rad21	5.729295e-138	1.766306e-106	2.261795e-197	2.192776e-208	1.912186e-196	7.014669e-138	3.482274e-211	1.354680e-106	4.043248e-101	1.089160e-52	5.541438e-48	9.072717e-99	2.185845e-44	2.196250e-48	1.927107e-52	1.879859e-3	3.448078e-39	6.251019e-37	1.128064e-67	1.634642e-193	6.870903e-139	2.631556e-26	1.642519e-107	1.030738e-51	7.075779e-125	4.298786e-48	8.016601e-24	1.174231e-42	7.696023e-3	1.391173e-15	4.040140e-123	3.835856e-115	3.420021e-39	1.424550e-34	1.197585e-17	5.639181e-3	5.160642e-42	8.254108e-12	5.534677e-7	2.571670e-48	1.146955e-8	4.496520e-5	1.383821e-7	6.107253e-6	2.121632e-7	1.000000e+0	5.827423e-6	3.852100e-5	6.009047e-17	1.105468e-2	1.166466e-6	1.777898e-169	6.889645e-1	4.669739e-59	5.661057e-7	1.196061e-2	1.225007e-5	2.984399e-7	2.405916e-5	1.810460e-1	1.000000e+0	1.812037e-5	3.509449e-34	1.217779e-2	4.708705e-4	3.576100e-33	3.069912e-32	9.290865e-19	1.290893e-6	8.515899e-7	2.710671e-12	5.725331e-6	2.007469e-1	1.874241e-35	6.096207e-3	1.247299e-5	3.259370e-1	3.530795e-3	1.275597e-7	2.926369e-3	1.000000e+0	1.000000e+0	2.404560e-3	3.147144e-2	1.655378e-5	2.906448e-26	3.304323e-2	7.752439e-9	3.943190e-14	6.226836e-4	5.162268e-3	8.811227e-28	3.320912e-3	9.393284e-10	5.642217e-43	4.223892e-12	1.811873e-18	2.331634e-8	8.110659e-2	1.628049e-3	
SydhTfbsHelas3Rfx5200401194	5.663793e-145	2.120445e-119	8.822033e-117	3.160192e-197	1.019634e-115	4.458333e-147	4.013174e-198	3.780160e-119	1.182001e-94	1.618710e-72	6.073675e-56	9.632181e-93	8.343653e-62	2.097745e-62	7.814464e-68	1.135257e-17	3.852250e-46	1.239619e-49	1.400754e-57	7.222534e-126	4.385378e-105	2.037168e-21	3.379714e-95	2.153312e-50	2.932712e-86	1.546728e-47	6.069646e-20	1.749240e-47	3.973186e-8	3.725269e-12	7.888155e-89	3.985520e-82	3.909542e-40	4.078541e-27	1.107258e-15	2.028079e-10	4.627492e-41	8.852054e-8	1.748561e-3	1.579309e-39	2.228260e-5	2.429502e-16	8.498918e-6	5.472166e-5	1.422230e-19	1.753937e-3	1.571073e-5	3.170757e-16	4.486601e-24	1.464038e-3	1.000000e+0	1.044509e-83	1.829046e-15	5.875066e-37	1.403794e-9	6.530876e-2	6.286464e-18	1.044063e-9	9.183077e-8	5.267035e-5	3.276336e-5	7.164837e-8	1.648660e-16	2.442387e-5	4.129045e-4	1.299444e-16	2.087948e-21	1.147941e-15	1.000000e+0	1.350160e-9	1.054313e-15	1.000000e+0	1.852534e-2	4.793876e-16	2.744579e-7	4.733849e-4	6.882670e-6	1.000000e+0	1.000000e+0	2.230298e-6	2.038986e-12	1.000000e+0	4.039014e-3	4.346716e-1	2.102782e-4	8.457237e-34	1.394921e-9	4.691500e-9	8.959699e-12	2.937513e-2	9.161940e-1	3.438053e-36	1.376660e-2	2.681368e-12	2.051196e-31	1.814858e-13	2.443057e-28	1.808456e-6	5.384241e-1	2.435635e-4	
